32 267.036 220.999
48 398.045
64 541.476 476.096
96 783.843 687.968
128 1078.73 996.81
192 1572.61 1401.31
256 1979.33 1819.71
384 2936.64
512 3753.82 3431.86
768 5288.69 4774.65
1024 6740.12 5980.41
1536 6257.61 5663.28
2048 7451.89
3072 10201.7 9116
4096 12702.6
6144 16708.2 13875.8
8192 18394.7
12288 17936.6 15241.2
16384 21199.2
24576 26491.2
32768 29892.3 75869.1
